time,ambient_temperature,relative_humidity,node_id,it_load_kw,pue,wue,water_consumption_liters,grid_carbon_intensity,energy_spot_price_eur,d_async_kw,d_sync_kw,hora_sin,hora_cos,dsync_lag_1h,dsync_rolling_4h_pasado,delta_dsync_pasado,inercia_termica_ext_3h,delta_temp_1h
2024-10-21 17:00:00,22.8,42,SANTIAGO,775.58,1.1876780771706332,0.02,15.51,210.98,73.19,185.34,590.24,-0.9659258262890684,-0.2588190451025206,543.62,508.425,38.63,21.03333333333333,1.6999999999999993
2024-10-21 18:00:00,23.9,38,SANTIAGO,812.07,1.2006608956321172,0.019,15.43,246.57,96.14,208.87,603.2,-1.0,-1.8369701987210292e-16,590.24,532.29,46.620000000000005,22.6,1.099999999999998
2024-10-21 19:00:00,24.5,36,SANTIAGO,835.81,1.1898385312259376,0.02,16.72,256.13,107.68,218.31,617.5,-0.9659258262890684,0.2588190451025203,603.2,560.5125,12.960000000000036,23.73333333333333,0.6000000000000014
2024-10-21 20:00:00,24.4,37,SANTIAGO,827.87,1.1739575210854956,0.021,17.39,270.93,104.75,225.38,602.49,-0.8660254037844386,0.5000000000000001,617.5,588.6400000000001,14.299999999999956,24.266666666666666,-0.1000000000000014
2024-10-21 21:00:00,23.7,38,SANTIAGO,755.11,1.186479506938779,0.021,15.86,273.96,109.8,211.84,543.27,-0.7071067811865477,0.7071067811865474,602.49,603.3575000000001,-15.009999999999993,24.2,-0.6999999999999993
2024-10-21 22:00:00,22.2,41,SANTIAGO,662.33,1.195132381600876,0.02,13.25,260.2,113.32,194.65,467.68,-0.5000000000000004,0.8660254037844384,543.27,591.615,-59.22000000000003,23.433333333333334,-1.5
2024-10-21 23:00:00,19.5,52,SANTIAGO,568.44,1.1892095727764425,0.018,10.23,231.1,114.31,170.53,397.91,-0.2588190451025215,0.965925826289068,467.68,557.735,-75.58999999999997,21.8,-2.6999999999999997
2024-10-22 00:00:00,17.4,63,SANTIAGO,377.57,1.1816463797343997,0.018,6.8,234.84,102.26,113.27,264.3,0.0,1.0,397.91,502.8375,-69.76999999999998,19.7,-2.1000000000000014
2024-10-22 01:00:00,16.1,72,SANTIAGO,413.15,1.190961496959725,0.025,10.33,225.13,103.09,123.94,289.21,0.2588190451025207,0.9659258262890684,264.3,418.29,-133.61,17.666666666666668,-1.2999999999999972
2024-10-22 02:00:00,15.1,77,SANTIAGO,389.07,1.1879172749854003,0.022,8.56,214.59,95.49,107.55,281.52,0.4999999999999999,0.8660254037844387,289.21,354.775,24.909999999999968,16.2,-1.0000000000000018
2024-10-22 03:00:00,14.3,81,SANTIAGO,416.63,1.1837095820228662,0.018,7.5,196.13,90.2,122.87,293.76,0.7071067811865476,0.7071067811865476,281.52,308.235,-7.689999999999998,15.16666666666667,-0.7999999999999989
2024-10-22 04:00:00,14.9,77,SANTIAGO,395.51,1.1910993341668377,0.022,8.7,212.63,78.98,110.15,285.36,0.8660254037844386,0.5000000000000001,293.76,282.1975,12.240000000000007,14.766666666666667,0.5999999999999996
2024-10-22 05:00:00,14.1,81,SANTIAGO,450.17,1.1911141776302756,0.02,9.0,173.96,87.48,119.37,330.8,0.9659258262890684,0.2588190451025207,285.36,287.4625,-8.399999999999977,14.433333333333335,-0.8000000000000007
2024-10-22 06:00:00,13.8,83,SANTIAGO,494.26,1.1825101405771878,0.018,8.9,195.92,76.25,129.28,364.98,1.0,6.123233995736766e-17,330.8,297.86,45.44,14.266666666666667,-0.2999999999999989
2024-10-22 07:00:00,11.6,93,SANTIAGO,570.86,1.2037266038681371,0.021,11.99,181.25,73.56,134.45,436.41,0.9659258262890684,-0.2588190451025206,364.98,318.725,34.18000000000001,13.166666666666666,-2.200000000000001
2024-10-22 08:00:00,12.1,90,SANTIAGO,665.21,1.1971484721022994,0.018,11.97,153.2,68.06,151.86,513.35,0.8660254037844387,-0.4999999999999998,436.41,354.38750000000005,71.43,12.5,0.5
2024-10-22 09:00:00,11.7,91,SANTIAGO,743.05,1.1984701958189812,0.023,17.09,143.7,44.35,165.62,577.43,0.7071067811865476,-0.7071067811865475,513.35,411.385,76.94,11.800000000000002,-0.4000000000000003
2024-10-22 10:00:00,13.1,84,SANTIAGO,746.91,1.1838264855592688,0.022,16.43,133.68,44.61,165.64,581.27,0.4999999999999999,-0.8660254037844387,577.43,473.0425,64.07999999999993,12.300000000000002,1.4000000000000004
2024-10-22 11:00:00,13.9,81,SANTIAGO,736.49,1.1767140253924315,0.018,13.26,120.49,31.93,148.88,587.61,0.258819045102521,-0.9659258262890682,581.27,527.115,3.840000000000032,12.9,0.8000000000000007
2024-10-22 12:00:00,15.9,73,SANTIAGO,668.58,1.189171215543706,0.016,10.7,139.57,24.1,133.72,534.86,1.2246467991473532e-16,-1.0,587.61,564.915,6.340000000000032,14.300000000000002,2.0
2024-10-22 13:00:00,17.9,64,SANTIAGO,625.93,1.1871938542045977,0.018,11.27,136.03,20.31,125.19,500.74,-0.2588190451025208,-0.9659258262890684,534.86,570.2925,-52.75,15.9,1.9999999999999984
2024-10-22 14:00:00,20.2,57,SANTIAGO,589.43,1.1850937436585487,0.019,11.2,148.35,35.95,122.53,466.9,-0.4999999999999997,-0.8660254037844388,500.74,551.12,-34.120000000000005,18.0,2.3000000000000007
2024-10-22 15:00:00,22.1,52,SANTIAGO,648.18,1.1740720737462955,0.019,12.32,165.23,45.74,137.4,510.78,-0.7071067811865471,-0.7071067811865479,466.9,522.5275,-33.84000000000003,20.066666666666663,1.900000000000002
2024-10-22 16:00:00,23.7,47,SANTIAGO,693.03,1.1778306590826966,0.019,13.17,187.22,65.22,155.66,537.37,-0.8660254037844385,-0.5000000000000004,510.78,503.32,43.88,22.0,1.599999999999998
2024-10-22 17:00:00,24.1,45,SANTIAGO,788.01,1.1829204646451046,0.019,14.97,214.52,74.04,179.24,608.77,-0.9659258262890684,-0.2588190451025206,537.37,503.9475,26.590000000000032,23.3,0.4000000000000021
2024-10-22 18:00:00,23.5,48,SANTIAGO,806.98,1.170013215849064,0.019,15.33,224.09,95.0,195.26,611.72,-1.0,-1.8369701987210292e-16,608.77,530.9549999999999,71.39999999999998,23.76666666666667,-0.6000000000000014
2024-10-22 19:00:00,22.3,50,SANTIAGO,866.63,1.1836640170723765,0.02,17.33,250.25,125.69,230.35,636.28,-0.9659258262890684,0.2588190451025203,611.72,567.16,2.950000000000045,23.3,-1.1999999999999993
2024-10-22 20:00:00,19.6,55,SANTIAGO,849.98,1.1902720048959374,0.015,12.75,260.68,102.27,221.38,628.6,-0.8660254037844386,0.5000000000000001,636.28,598.535,24.559999999999945,21.8,-2.6999999999999997
2024-10-22 21:00:00,16.8,64,SANTIAGO,743.41,1.181245994362028,0.018,13.38,279.28,109.9,197.51,545.9,-0.7071067811865477,0.7071067811865474,628.6,621.3425,-7.67999999999995,19.56666666666667,-2.8000000000000007
2024-10-22 22:00:00,15.6,71,SANTIAGO,679.21,1.1989578991805534,0.018,12.23,243.17,115.76,203.76,475.45,-0.5000000000000004,0.8660254037844384,545.9,605.625,-82.70000000000005,17.333333333333336,-1.200000000000001
2024-10-22 23:00:00,14.9,81,SANTIAGO,597.37,1.1967627845934845,0.019,11.35,238.56,110.9,178.03,419.34,-0.2588190451025215,0.965925826289068,475.45,571.5575,-70.44999999999999,15.766666666666667,-0.6999999999999993
2024-10-23 00:00:00,12.9,91,SANTIAGO,409.06,1.2121630866378568,0.019,7.77,235.11,112.52,118.72,290.34,0.0,1.0,419.34,517.3225,-56.110000000000014,14.466666666666669,-2.0
2024-10-23 01:00:00,11.4,95,SANTIAGO,414.54,1.1991614182100274,0.023,9.53,230.27,96.95,121.85,292.69,0.2588190451025207,0.9659258262890684,290.34,432.7575,-129.0,13.066666666666668,-1.5
2024-10-23 02:00:00,11.4,92,SANTIAGO,411.24,1.202766612809705,0.022,9.05,221.48,104.68,121.67,289.57,0.4999999999999999,0.8660254037844387,292.69,369.455,2.3500000000000227,11.9,0.0
2024-10-23 03:00:00,11.2,91,SANTIAGO,439.7,1.1807432793045571,0.019,8.35,202.38,91.68,124.56,315.14,0.7071067811865476,0.7071067811865476,289.57,322.985,-3.1200000000000045,11.333333333333336,-0.200000000000001
2024-10-23 04:00:00,11.4,91,SANTIAGO,408.56,1.2047603755431335,0.022,8.99,209.87,85.63,115.46,293.1,0.8660254037844386,0.5000000000000001,315.14,296.935,25.57,11.333333333333334,0.200000000000001
2024-10-23 05:00:00,10.6,95,SANTIAGO,457.31,1.186828242099228,0.019,8.69,189.87,82.16,114.24,343.07,0.9659258262890684,0.2588190451025207,293.1,297.625,-22.039999999999964,11.066666666666668,-0.8000000000000007
2024-10-23 06:00:00,9.8,100,SANTIAGO,508.17,1.180916365628036,0.019,9.66,201.17,80.58,127.07,381.1,1.0,6.123233995736766e-17,343.07,310.22,49.96999999999997,10.6,-0.7999999999999989
2024-10-23 07:00:00,9.6,99,SANTIAGO,602.0,1.1899135779023673,0.023,13.85,192.69,79.41,146.68,455.32,0.9659258262890684,-0.2588190451025206,381.1,333.1025,38.03000000000003,10.000000000000002,-0.200000000000001
2024-10-23 08:00:00,9.6,97,SANTIAGO,673.93,1.207555359074413,0.02,13.48,172.58,62.69,143.16,530.77,0.8660254037844387,-0.4999999999999998,455.32,368.1475,74.21999999999997,9.66666666666667,0.0
2024-10-23 09:00:00,10.3,93,SANTIAGO,717.7,1.1935507373433203,0.021,15.07,146.89,42.81,162.82,554.88,0.7071067811865476,-0.7071067811865475,530.77,427.565,75.44999999999999,9.833333333333334,0.7000000000000011
2024-10-23 10:00:00,10.6,92,SANTIAGO,764.99,1.1872291211578614,0.017,13.0,139.23,23.3,160.23,604.76,0.4999999999999999,-0.8660254037844387,554.88,480.5175,24.110000000000014,10.166666666666668,0.2999999999999989
2024-10-23 11:00:00,10.8,92,SANTIAGO,733.48,1.1865715161785493,0.022,16.14,100.34,23.06,146.7,586.78,0.258819045102521,-0.9659258262890682,604.76,536.4325,49.88,10.566666666666668,0.200000000000001
2024-10-23 12:00:00,11.3,89,SANTIAGO,703.07,1.1808898947330222,0.02,14.06,126.95,26.3,140.61,562.46,1.2246467991473532e-16,-1.0,586.78,569.2975,-17.980000000000018,10.9,0.5
2024-10-23 13:00:00,13.4,81,SANTIAGO,610.81,1.1993415845752733,0.019,11.61,156.11,32.28,126.85,483.96,-0.2588190451025208,-0.9659258262890684,562.46,577.22,-24.319999999999936,11.833333333333336,2.1
2024-10-23 14:00:00,14.9,71,SANTIAGO,607.52,1.192901355076962,0.02,12.15,131.74,29.19,121.5,486.02,-0.4999999999999997,-0.8660254037844388,483.96,559.49,-78.50000000000006,13.200000000000005,1.5
2024-10-23 15:00:00,16.1,65,SANTIAGO,623.15,1.1983403703674935,0.019,11.84,155.29,41.91,142.43,480.72,-0.7071067811865471,-0.7071067811865479,486.02,529.8050000000001,2.0600000000000023,14.800000000000002,1.200000000000001
2024-10-23 16:00:00,17.5,58,SANTIAGO,686.36,1.1821482761787865,0.016,10.98,184.54,66.17,156.14,530.22,-0.8660254037844385,-0.5000000000000004,480.72,503.29,-5.2999999999999545,16.166666666666668,1.3999999999999986
2024-10-23 17:00:00,18.5,54,SANTIAGO,766.11,1.1827494342042484,0.019,14.56,188.87,74.04,187.86,578.25,-0.9659258262890684,-0.2588190451025206,530.22,495.23,49.5,17.36666666666667,1.0
2024-10-23 18:00:00,18.8,53,SANTIAGO,810.61,1.1933099619865015,0.02,16.21,233.72,99.69,207.88,602.73,-1.0,-1.8369701987210292e-16,578.25,518.8025,48.02999999999997,18.266666666666666,0.3000000000000007
2024-10-23 19:00:00,18.0,60,SANTIAGO,854.26,1.183845582876986,0.021,17.94,261.84,118.62,240.36,613.9,-0.9659258262890684,0.2588190451025203,602.73,547.98,24.48000000000001,18.433333333333334,-0.8000000000000007
2024-10-23 20:00:00,16.6,65,SANTIAGO,841.13,1.1910244493674935,0.018,15.14,264.67,113.81,237.35,603.78,-0.8660254037844386,0.5000000000000001,613.9,581.275,11.16999999999996,17.8,-1.3999999999999986
2024-10-23 21:00:00,14.1,72,SANTIAGO,778.21,1.2059196144480362,0.023,17.9,278.69,112.54,226.91,551.3,-0.7071067811865477,0.7071067811865474,603.78,599.665,-10.120000000000005,16.233333333333334,-2.5000000000000018
2024-10-23 22:00:00,14.8,66,SANTIAGO,666.42,1.1802801434711647,0.021,13.99,259.32,100.4,194.87,471.55,-0.5000000000000004,0.8660254037844384,551.3,592.9275,-52.48000000000002,15.16666666666667,0.7000000000000011
2024-10-23 23:00:00,12.9,79,SANTIAGO,610.98,1.181907622672926,0.021,12.83,246.01,104.76,177.04,433.94,-0.2588190451025215,0.965925826289068,471.55,560.1324999999999,-79.74999999999994,13.933333333333335,-1.9000000000000004
2024-10-24 00:00:00,12.6,80,SANTIAGO,396.22,1.2022464819089502,0.02,7.92,252.09,103.09,118.87,277.35,0.0,1.0,433.94,515.1424999999999,-37.610000000000014,13.433333333333335,-0.3000000000000007
2024-10-24 01:00:00,11.9,89,SANTIAGO,391.94,1.189326210212491,0.016,6.27,245.07,100.9,117.58,274.36,0.2588190451025207,0.9659258262890684,277.35,433.535,-156.58999999999995,12.466666666666669,-0.6999999999999993
2024-10-24 02:00:00,12.3,88,SANTIAGO,384.8,1.1775655865181454,0.017,6.54,213.88,91.61,108.83,275.97,0.4999999999999999,0.8660254037844387,274.36,364.30000000000007,-2.990000000000009,12.266666666666667,0.4000000000000003
2024-10-24 03:00:00,10.1,94,SANTIAGO,387.97,1.2126124727190513,0.02,7.76,210.06,99.68,106.93,281.04,0.7071067811865476,0.7071067811865476,275.97,315.405,1.6100000000000136,11.433333333333335,-2.200000000000001
2024-10-24 04:00:00,10.1,94,SANTIAGO,413.86,1.1914138972157535,0.018,7.45,204.99,87.25,104.68,309.18,0.8660254037844386,0.5000000000000001,281.04,277.18,5.069999999999993,10.833333333333334,0.0
2024-10-24 05:00:00,9.8,94,SANTIAGO,440.26,1.1836276689830827,0.018,7.92,193.4,76.16,115.49,324.77,0.9659258262890684,0.2588190451025207,309.18,285.13750000000005,28.139999999999983,10.000000000000002,-0.2999999999999989
2024-10-24 06:00:00,10.9,89,SANTIAGO,503.8,1.2036359194909845,0.021,10.58,170.2,83.02,132.92,370.88,1.0,6.123233995736766e-17,324.77,297.74,15.589999999999977,10.266666666666667,1.0999999999999996
2024-10-24 07:00:00,10.4,94,SANTIAGO,570.26,1.187192806078908,0.022,12.55,192.68,73.14,133.83,436.43,0.9659258262890684,-0.2588190451025206,370.88,321.4675,46.110000000000014,10.366666666666667,-0.5
2024-10-24 08:00:00,10.2,91,SANTIAGO,651.6,1.1926831914443283,0.018,11.73,152.71,60.66,152.75,498.85,0.8660254037844387,-0.4999999999999998,436.43,360.315,65.55000000000001,10.500000000000002,-0.200000000000001
2024-10-24 09:00:00,9.3,84,SANTIAGO,740.54,1.1965938020889777,0.023,17.03,131.21,47.29,159.0,581.54,0.7071067811865476,-0.7071067811865475,498.85,407.7325,62.420000000000016,9.966666666666669,-0.8999999999999986
2024-10-24 10:00:00,7.9,81,SANTIAGO,744.04,1.1844519440659704,0.022,16.37,143.11,32.25,161.46,582.58,0.4999999999999999,-0.8660254037844387,581.54,471.925,82.68999999999994,9.133333333333336,-1.4000000000000004
2024-10-24 11:00:00,10.6,64,SANTIAGO,737.78,1.197033759994092,0.019,14.02,112.93,18.46,157.61,580.17,0.258819045102521,-0.9659258262890682,582.58,524.85,1.0400000000000773,9.266666666666667,2.6999999999999997
2024-10-24 12:00:00,12.4,67,SANTIAGO,681.73,1.1872043716943483,0.018,12.27,133.09,19.93,141.05,540.68,1.2246467991473532e-16,-1.0,580.17,560.7850000000001,-2.410000000000082,10.300000000000002,1.8000000000000007
2024-10-24 13:00:00,15.4,72,SANTIAGO,609.16,1.1764736837378218,0.017,10.36,138.84,28.09,121.83,487.33,-0.2588190451025208,-0.9659258262890684,540.68,571.2425,-39.49000000000001,12.800000000000002,3.0
