time,ambient_temperature,relative_humidity,node_id,it_load_kw,pue,wue,water_consumption_liters,grid_carbon_intensity,energy_spot_price_eur,d_async_kw,d_sync_kw,hora_sin,hora_cos,dsync_lag_1h,dsync_rolling_4h_pasado,delta_dsync_pasado,inercia_termica_ext_3h,delta_temp_1h
2024-10-20 14:00:00,24.1,54,VALENCIA,632.11,1.2371652489261586,0.714,451.33,109.05,74.28,126.42,505.69,-0.4999999999999997,-0.8660254037844388,513.24,560.15,-23.99000000000001,24.30000000000001,-0.2999999999999971
2024-10-20 15:00:00,22.9,62,VALENCIA,624.28,1.2221787696662127,0.666,415.77,128.16,83.76,129.45,494.83,-0.7071067811865471,-0.7071067811865479,505.69,534.3,-7.550000000000011,23.800000000000026,-1.2000000000000028
2024-10-20 16:00:00,22.2,69,VALENCIA,679.35,1.206255965887768,0.638,433.43,143.66,85.99,158.85,520.5,-0.8660254037844385,-0.5000000000000004,494.83,512.7475,-10.860000000000014,23.06666666666668,-0.6999999999999993
2024-10-20 17:00:00,20.9,79,VALENCIA,776.48,1.17420054984823,0.586,455.02,164.88,100.74,180.63,595.85,-0.9659258262890684,-0.2588190451025206,520.5,508.565,25.670000000000016,22.000000000000018,-1.3000000000000007
2024-10-20 18:00:00,19.5,87,VALENCIA,831.92,1.1591345858927584,0.53,440.92,188.71,108.71,220.35,611.57,-1.0,-1.8369701987210287e-16,595.85,529.2175,75.35000000000002,20.866666666666685,-1.3999999999999986
2024-10-20 19:00:00,19.1,89,VALENCIA,856.15,1.176249078300161,0.514,440.06,188.98,116.37,230.51,625.64,-0.9659258262890684,0.2588190451025203,611.57,555.6875,15.720000000000027,19.83333333333336,-0.3999999999999986
2024-10-20 20:00:00,19.1,90,VALENCIA,823.4,1.1737035878423727,0.514,423.23,186.86,115.07,211.28,612.12,-0.8660254037844386,0.5000000000000001,625.64,588.3900000000001,14.069999999999936,19.233333333333352,0.0
2024-10-20 21:00:00,18.4,93,VALENCIA,772.01,1.174771807110946,0.486,375.2,187.65,109.52,218.05,553.96,-0.7071067811865477,0.7071067811865474,612.12,611.2950000000001,-13.519999999999982,18.866666666666685,-0.7000000000000028
2024-10-20 22:00:00,17.9,93,VALENCIA,645.34,1.1705677495494444,0.466,300.73,195.61,107.77,186.95,458.39,-0.5000000000000004,0.8660254037844384,553.96,600.8225,-58.15999999999997,18.466666666666686,-0.5
2024-10-20 23:00:00,17.5,91,VALENCIA,597.69,1.1636240428845186,0.45,268.96,185.86,101.19,172.66,425.03,-0.2588190451025215,0.965925826289068,458.39,562.5274999999999,-95.57000000000004,17.93333333333335,-0.3999999999999986
